Title,Genre,Rating,Rating Count,Review Data
R. K. Nagar,"Romance, Comedy",3.3,3,Things look up for a Chennai man struggling to make ends meet when he falls for a politician's daughter until he gets entangled in a murder case.
Pyaar Prema Kaadhal,"Romance, Drama, Comedy",6,9,"Two lovers, who are different in almost all ways, get into a live-in relationship. They go through tough times as their approach towards life do not match with each other's."
Theeya Velai Seiyyanum Kumaru,"Comedy, Drama, Romance",5.6,18,"A man falls in love with a woman, a new recruit in his company. He seeks guidance from the `Love Guru' to win her heart, but problems arise when the guru learns that the man is in love with his sister."
Viyabari,"Science Fiction, Family",6,3,A businessman who wants to be rich loses out on family and social life. He marries a girl who loves him only because she would prove profitable to his business. He realizes what he lost after the death of his mother.
Aegan,"Action, Romance",4,11,"Shiva, a CBI officer, goes undercover as a student to hunt down a terrorist, John Chinnappa. However, the daughter of a crime witness, Pooja, has become John's next target and Shiva must protect her."
Iyarkai,"Drama, Romance, Action",7.2,3,"Marudhu, a sailor, falls in love with Nancy, a fruit vendor. However, she waits for the captain who had promised that he would return and marry her."
123,"Comedy, Romance",5.8,4,"Three men with physical impairments lead dull and monotonous lives. However, when Narmada, a young woman, befriends them, it brings lots of positive changes in them."
Varalaru,Drama,6.3,14,"Shiva, the ageing business tycoon, bound to his wheelchair, sharing a strong bonding with his son Vishnu. Indulgent, while Vishnu whiles away his time with his cronies taking life easy. But then suddenly Vishnu starts behaving out of character, his drunken bouts and acts causing the father much shame and embarrassment. And when Vishnu professes to remember nothing of what he had done, the father takes him to a psychiatrist."
Udhayam NH4,"Romance, Thriller",5.4,11,"Udhayam NH4 is a 2013 Tamil romantic thriller film directed by debutant Manimaran, a former associate of Vetrimaaran. The film features Siddharth and newcomer Ashrita Shetty in the lead roles. Vetrimaaran has written the script, done the screenplay, and also penned the dialogues for this film. The story takes place in Bengaluru, Karnataka."
Kurangu Bommai,"Action, Crime, Family, Thriller",7,18,"An honest driver tries to find the owner of a bag, supposedly containing money to fund the marriage of the man’s daughter, not realising that it was used by his own father to move a stolen idol."
Tughlaq Durbar,"Drama, Comedy",6.3,8,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.
Deepavali,"Action, Drama",5.1,9,"Susi, who suffers from post traumatic event disorder, falls in love with Billu. After Susi undergoes the treatment for her cure, she is unable to recognize Billu.."
Neerparavai,Drama,6.4,8,"A skeleton is found at the home of Esther (Nandita Das), whose fisherman husband Arulappasamy (Vishnu) has been missing for the past 25 years. Esther confesses that it was she who murdered her husband but when Agnes (Varsha), the cop assigned to the case, lends a sympathetic ear, she narrates a heart wrenching tale of a loving family ruined by the politics of territorial waters."
Osthe,"Action, Comedy",4.3,8,"A police officer faces challenges from his family, gangsters and politicians and what happens in the end forms the crux of the story."
Rendu,"Drama, Action, Comedy",4,2,"Sakhti moves to Chennai in search of a job but lands himself in trouble when a CBI officer chases him for a series of murder committed by his lookalike, Kannan."
Ramanujan,"Drama, History",5.8,4,A prodigious Indian mathematician has to overcome poverty and prejudices and make a mark with the help of his British mentor.
Naan Avan Illai,"Comedy, Crime, Romance, Drama",7.8,2,"Naan Avanillai (English: I'm not him) (2007) is a Tamil film directed by Selva. It is a remake of K. Balachander's classic of the same title, starring matinee idol Gemini Ganesan, which was a remake of 1962 Marathi language film To Mee Navhech (English: I Am Not Him), written by Pralhad K. Atre and acted by Prabhakar Panashikar. The thriller movie has Jeevan in the lead role and Sneha, Namitha, Malavika, Jyorthirmayi and Keerti Chawla as his five heroines. This movie created great expectations in the industry, because it was a hit when it was originally made in 1974. Shooting began in December 2006 and it was released in April 2007. The film became a success upon release."
Thuppakki Munai,"Romance, Action, Thriller",5.3,5,"Birla Bose, an encounter specialist's next assignment takes him to the holy city of Rameshwaram, where the greatest challenge of his career awaits for him."
Padikathavan,"Action, Drama",4,13,Rocky is looked down upon by his father and spends all his time in a mechanic shop. Problems arise in his life after he falls in love with Gayathri.
Kathai Thiraikathai Vasanam Iyakkam,"Comedy, Drama",6.7,9,"A scriptwriter calls his friends over for a discussion to create a script for his first film. The group consists of a cinematographer, a director-wannabe with 40 years of experience and three young assistant directors."
Clap,Drama,7.2,3,"Vishnu, a fast athlete runner, has multiple medals on his wall from state championships, he strives to win gold at the national level, but loses his leg & also his father in a tragic road accident, before he can. Later Vishnu settles into a mundane job and is yet to move past the incident that destroyed his career. When he encounters a young rural girl, a budding athlete, whose sportive interests are not encouraged by her near and dear, he takes her under his wings and fulfills his long-cherished dream through her eyes."
Dheena,"Action, Drama",6,13,"A local gangster and his adopted brother rule over a town together. However, their relationship turns sour after the man's sister dies due to the gangster's mistake."
Tamizh Padam 2,Comedy,6.1,15,A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.
Aaru,"Romance, Action, Crime",5.8,16,"A thug, with his partners, is chosen to work for a criminal gang and he becomes the left-hand man of the leader. The leader declares a war against another criminal and the thug has to protect him despite losing his friends."
Kireedam,Drama,5.8,17,"A sincere man wishes to fulfill his father's dream that he follows in his footsteps and becomes a police officer. However, when his father is punished for his honesty and transferred to an area that is ruled with an iron fist by a heartless gangster, the young man must take the law into his own hands to protect his father."
Engeyum Eppodhum,Drama,7.2,25,"Amudha, a village girl visiting Chennai for the first time, falls in love with Gautham, a stranger, who shows her around the city. Kathiresan, a metal worker, is infatuated by Manimegalai, a nurse."
Thangamagan,"Action, Comedy, Romance",6.2,25,The happiness of Tamizh and his middle-class family is shattered when his dad commits suicide. The youngster tries to understand why his father took this extreme step and clear his name.
Mynaa,"Thriller, Drama, Romance",7.1,17,"To avoid getting into an unwanted marriage, Mynaa escapes with her childhood love, Suruli, and plans to marry him. Along the way, they face many problems and fate has something drastic in store."
Perazhagan,"Comedy, Thriller",6.2,12,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.
Singam Puli,Action,5.4,8,"This film involves around two characters both have been played by Jeeva. Siva is fisherman and does good things and on the other hand Ashok is a lawyer, womanizer and does bad things. At one point Ashok kills a girl with whom he made love. By certain amount of doubt, his brother Siva drags Ashok to court, there he uses his professional knowledge to escape out of the case."
Vacation,"Comedy, Drama, Adventure",0,0,A Grandson forced to take his Granddad on his vacation. But when things get messed up the old man steps up to save the day.
Vasantha Mullai,"Thriller, Mystery",5.5,2,"Rudhra, who works tirelessly for a successful career and money, and suffering from blackout disorders, goes on a romantic journey to a hill station with his girlfriend Nita, trying to spend some quality time . On the way, he stays at the Vasantha Mullai Motel. The events that unfold in a single night drive Rudhra insane and take him on a roller coaster ride."
Vasuvum Saravananum Onna Padichavanga,"Romance, Comedy",5.2,14,"Childhood friends Vasu and Saravanan are thick as thieves but Vasu's newly-wed wife, Seema doesn't approve of Saravanan and wants her husband to break ties with him. So, Vasu tries to set up Saravanan with Aishwarya. But, can these friends really drift apart?"
Enna Solla Pogirai,"Romance, Drama",8,3,Three individuals with clear notions of what romance discover the indefinable magic that is love when they end up in a triangular romantic relationship.
Kutty,Romance,5.4,14,"Kutty, a kind young man, falls in love with Geeta, but she does not reciprocate his love. He continues to love her even after learning that she is in love with Arjun, her college-mate."
Manmadhan Ambu,"Comedy, Drama",4.9,13,"Madhan is convinced that Ambu is unfaithful and refuses to pay detective Mannar when he reports otherwise. Wanting to make money to help a friend, Mannar cooks up stories about Ambu's infidelity."
Vandhaan Vendraan,"Action, Crime, Thriller",4.8,5,
Pattathu Arasan,"Family, Action, Romance",7,1,"Poththaari is a previous kabaddi player. He has two spouses. The family lives respectively joyfully. Despite the fact that one has numerous beneficiaries with one of his spouses and only one with the other, the properties ought to be parted similarly according to the law."
Sindhubaadh,"Action, Drama, Thriller",4.8,7,"A small-time thief and his protégé go to Thailand to rescue his wife, who is being held captive by a gang involved in skin trade."
Anbirkiniyal,Thriller,7,2,"A young woman who works in a mall goes missing and even as her father and her boyfriend desperately search for her, she has to battle on her own for survival."
LKG,"Comedy, Drama",6.8,12,A small-time politician aspires to become the leader of the state.
Mugamoodi,"Action, Drama",4.6,17,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.
Kalabha Kadhalan,,5.5,3,A sister in law (Akshaya) falls in love with her brother in law Akhilan (Arya). But he refuses her because he adores his wife (Renuka Menon) and he never would cheat on her. He hides all facts to his wife in order to protect her. Finally the sister in law commits suicide after a tragedy that becomes the climax of the film.
Action,Action,5.6,12,An Indian army officer goes after the mastermind behind a terror attack that also resulted in personal loss to him.
Kathakali,"Action, Mystery, Thriller",6.8,14,"Returning from the states to marry his girlfriend, a common man is blamed for the murder of a local don due to their enmity in the past. He is caught in a web of conspiracies as he struggles to prove his innocence and the don's in-laws order their henchmen to take him down."
Nitham Oru Vaanam,"Romance, Thriller, Comedy",6.8,4,"An introverted young man with OCD, who is dejected after his fiancé leaves him, learns to find happiness and positivity in life from two couples whose stories he reads about."
Lockup,"Crime, Thriller",6,5,The mysterious death of a cop becomes complex as investigation progresses because of fabricated evidences and indirect involvement of a few other cops in the case.
Kuppathu Raja,"Action, Comedy, Drama",5.5,4,A story about the relationship between the slum dwellers in Chennai and how certain anti-social elements create unrest in their lives.
Pichaikkaran,"Action, Drama, Thriller",7.2,13,"A rich man chooses to lead the life of a beggar for 48 days in the hope that his mother, who is on her deathbed, will recover."
Pattathu Yaanai,"Action, Comedy, Romance",4.3,8,"A bunch of wedding caterers lead by Santhanam run from trouble and land in Trichy - only to find more trouble. In Trichy, the problems are bigger than before and running away is not an option."
E,,6.9,6,E movie revolves around bio-war and its potential dangers and how poor gullible Indians are made victims by International pharmaceutical companies that come to India to uses its people as Guiana Pigs to test their new formulations.
Ennavale,Drama,0,0,"When a man and his friends start a music troupe that performs at weddings, he is highly motivated by his landlord's daughter."
Appa,Drama,7.8,10,"A do-gooder who views everything in a different perspective, inspires others by being a doting father, and tries to bring in a few changes in the society."
Unnai Ninaithu,"Drama, Family",7.1,4,"A young man tries to explain to his lover that her fiance is a crook. She refuses to believe him. Later, she realizes her mistake and comes back to him. But the man now loves another woman."
Pudhukottaiyilirundhu Saravanan,"Action, Romance",4.8,5,"Saravanan comes to Singapore for a job but lands in trouble, loses his passport and is on the run. Desperate to get back home, he accepts the job of taking a girl to India in return for a hefty sum."
Unnai Kodu Ennai Tharuven,"Crime, Romance",5,2,"Surya (Ajith) has been brought up in the army barracks in Ooty, ever since his mother(Sukanya) handed him over as a baby to a brigadier (Nasser). She tells the officer the reason for her action but the audience is not allowed to hear it at this point. Surya grows up to be a patriotic youth and the best soldier in his class. He falls in love with Indu (Simran), the daughter of an army officer. Indu's parents accept her choice of husband but soon after, her father dies in a bomb blast while her mother loses her life on seeing her husband's body. Not wishing to lose her husband too in war, Indu asks Surya to choose between her and the army."
Bhoomi,Drama,4,13,A NASA astronaut about to embark on a mission to Mars chooses turn a farmer to reclaim his land.
Kaatrin Mozhi,"Comedy, Drama",7.6,10,A housewife's life changes drastically after becoming a radio jockey for the city's biggest radio stations.
Thimiru Pudichavan,"Action, Drama",4.3,5,A cop tries to bring a lot of positive changes in a city which is polluted by a goon’s actions.
Thirunaal,"Romance, Action",6.4,5,"An underling of a gangster decides to turn over a new leaf, but will his violent past let him do so?"
Magamuni,"Drama, Thriller, Crime",6.9,9,Two long-separated brothers end up in life-threatening situations. How do their lives intersect and what happens next?
Mumbai Xpress,"Action, Comedy",5.8,12,A young man's journey in Mumbai as a kidnapper.
Paayum Puli,"Action, Drama, Thriller",6.8,12,"An extortion gang that murders businessmen kills a policeman working on the case. ACP Jayaseelan exterminates the gang by way of unofficial encounters, but the murders continue. What the cop doesn't realise is that the brain behind the crimes is lurking close to home."
Alex Pandian,"Action, Comedy",3.6,13,"Alex Pandian (Tamil: அலெக்ஸ் பாண்டியன்) is a Tamil action-masala film directed by Suraj that features Karthi and Anushka Shetty in the lead roles, while Santhanam plays a pivotal supporting role. Devi Sri Prasad composed the music. The film will also be dubbed and simultaneously released in Telugu as Bad Boy."
Madras,"Drama, Action",8.1,27,"A portrayal of the lives of the people living in North Madras,  focusing on the politics inside the slums and how their plight remains the same, despite the political class luring them constantly during elections."
Kadamban,Action,7.3,9,"The honey-extracting tribal folks of Kadambavanam, a village in the deep interiors of dense forests, enjoy their peaceful &amp; humble lives with the philosophical company of their forefathers. Presence of limestone underneath earns the village some interest from unethical vultures. With multiple soft evacuation plans failing against the tribal resistance, they resort to uglier ways putting the villagers’ lives into complete disarray. Can they withstand when payback time presents itself?"
Saguni,Drama,4.9,17,"Saguni is a Tamil political satire film directed by Shankar Dayal. The film features Karthi and Pranitha in the lead roles, while Santhanam, Roja, Prakash Raj, Raadhika Sarathkumar and Nassar appear in supporting roles. The film along with its dubbed Telugu Version Sakuni released on June 22, 2012, It received mixed reviews."
Dagaalty,"Comedy, Action",3.3,3,A conman tries to save an innocent girl from the clutches of a womanizer after realizing that he had fallen in love with her.
Thoongaavanam,"Action, Crime, Thriller",6.2,20,"An undercover cop finds himself in a Catch-22 situation where he has to return the drugs he had stolen from a kingpin in exchange for his son. The bag containing the drug goes missing, and with both gangsters and cops on his tail, can he get out of this mess?"
Udhaya,Drama,5.1,5,"Udhayakumar and Vasanthi are collegemates and they fall in love. But soon he comes to know that she is engaged to be married. After he moves to Chennai and finds a job as a reporter at a magazine. He tries to fight for social change. In the process , he unknowingly gets to know a group of unsavoury characters who promise to help him in his goals. They frame him up. One day Udhaya is arrested for a crime involving a terrorist plot which he is not responsible. The movie is about how Vasanthi fights to prove his innocence and to get him out from behind bars."
Junga,"Action, Comedy",6.4,13,"A simpleton has to turn into a quirky, albeit miserly, don to save his legacy and his ancestral property, a movie hall."
Eeram,Thriller,6.4,13,A police officer investigates his former lover's death which is believed to be a suicide by others.
Vanjagar Ulagam,"Action, Crime, Thriller",4.8,4,"A woman is murdered and her neighbour is picked up as a suspect. Meanwhile, a journalist believes he can use this murder to lure an elusive gangster, with help from the guy’s former accomplice."
Aramm,"Drama, Thriller",7.6,17,"A little girl falls into a deep borewell, and her rescue becomes a huge professional and personal challenge for a collector."
Badri,Drama,5.7,10,"Badri (Vijay) is a troublemaker and a source of heartburn for his father (Kitty). So the father pins his hopes on his elder son, Vetri (Riyaz Khan), to win the kickboxing championship. Janu (Bhumika Chawla), Badri's neighbour, is in love with him but it is just one-sided as Badri considers her a good friend and a source of money (and since her dad is a garage owner, his gateway to new cars to impress the other girls). He falls in love with Mamathi (Monal), a rich girl, and poses as a rich guy to impress her. But he soon realises his mistakes and when his brother becomes bedridden, he decides to redeem himself in his father's eyes by fighting in the championship match. He finally redeems himself by defeating his opponent and at the same time, accepts Janu's love."
Vetri Kodi Kattu,"Drama, Family",6.1,4,"Vetri Kodi Kattu is a Tamil film directed by Cheran starring Murali, Parthiban, Meena, Manorama and Malavika. It is about 2 men who find the way to prosperity with their effort in their own country after being cheated by a man who promised them a lucrative job in Dubai."
Uyirile Kalanthathu,"Romance, Action",5.3,2,"A man, who is the youngest in the family and much pampered, is detested by his elder brother. He falls for a girl and decides to meet her family, but out of animosity, his brother damages his image in front of them."
Subramaniapuram,"Drama, Action",6.9,19,"Five fast friends live a carefree life in Madhurai in the '80s. However, their loyalty towards each other is tested when they commit an almost perfect crime but do not manage to get away with it."
Little John,"Fantasy, Comedy, Action, Drama",5.1,4,"When a visiting researcher tries desperately to escape, after mistakenly captured by police for an alleged theft in a temple, bizarre things start happening."
Thoranai,"Action, Drama",4.9,9,"A man comes to Chennai with a mission to find his brother, who had run away from his house about two decades ago. But a series of events make them both a part of unexpected happenings."
Pannaiyarum Padminiyum,"Comedy, Family",7.2,14,"A car is left in the care of a genial landlord, who along with his wife, driver and villagers, gets very attached to it. Will they be able to handle it when the car is taken from them?"
Yuddham Sei,"Crime, Action, Thriller",7.5,10,A CBCID officer investigates an eccentric series of crimes happening in the city. His investigation leads him to unexpected crime perpetrators.
Jambu Maharishi,Drama,0,0,"story is based on the true story of Jambu Maharishi, who passed away at Thiruvanaikaval near Tiruchi"
Ippadai Vellum,"Romance, Action, Comedy",5.2,5,Two men are wrongly arrested as being the accomplices of a most-wanted terrorist. How do they prove their innocence?
Achcham Yenbadhu Madamaiyada,"Action, Romance",5,17,A youngster goes on a road trip with the girl of his dreams and but an accident leads things to spiraling out of control.
Anjathe,"Action, Drama, Thriller",6.7,12,Sathya and Kiruba are friends. Sathya is reckless and gets into drinking and violent fights whereas Kiruba studies hard to become a Sub-Inspector. Tables are turned when Sathya becomes a Sub-Inspector.
Idhu Enna Maayam,"Comedy, Romance, Drama",5.4,4,Arun past catches up with his present when he and his friends start a company to bring together those in love by setting them up in pre-planned scenes. What happens when he is forced to set up his true love to fall for another guy?
Thirupaachi,"Action, Thriller",6,14,"Sivagiri, a blacksmith from a village, visits Chennai to meet his sister and her husband. When he sees the city is not a safe residence for commoners, he takes the matter into his own hands."
Irandam Ulagaporin Kadaisi Gundu,"Drama, Thriller",6.6,8,A hardworking lorry driver who works at an old paper mart learns about the presence of a bomb and does everything he can to stop it from exploding.
Merku Thodarchi Malai,Drama,7.5,16,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians."
Kee,"Thriller, Action",6.5,10,A hacker gets the shock of his life when another hacker tries to destroy his dear ones.
Palayathu Amman,"Drama, Fantasy",7,1,A newly married couple give birth to a baby who is the reincarnation of goddess Devi; the goddess takes human form to battle evil.
Dhaam Dhoom,"Action, Mystery, Thriller",4.9,7,A brilliant medical practitioner finds himself at the centre of a murder plot after taking the daughter of a Russian Police Commissioner back to his hotel room.
Aalwar,"Action, Thriller",3.6,8,"Aalwar is a traditional priest. He is devoted to his mother and sister. But the villainous elements Lal, Vincent Asokan, kill the sister and mother. Aalwar, with revenge ringing in his mind, ends up as Shiva the killer, even while working as a ward boy in a hospital. Shiva is out to make a statement against the venal forces. He sees himself as some kind of avatar — in fact, he bumps off the baddies under the get-up's of Lord Rama and Lord Krishna. In climax, Shiva turns up as Lord Narasimha and bumps off the last villain by placing him on his thighs and ripping apart his bowels and chest with his sharp claws."
Jaganmohini,"Family, Horror, Thriller",5,1,"Pachai Theevu, ruled by a mighty king (Narasimha Raju). His son and prince Jagathalapradhapan (Raja) is a valourous youth who sets out on a mission to capture pirates in the sea. He lands at Sangu Theevu, where the head of the sea pirates Alai Kallan lives. Jagathalapradhapan comes across Mohini (Namitha), who belong to the local fishermen community in the island. Romance blossom between them. Jagathalapradhapan manages to nab Alai Kallan and decides to return to his country. He promises Mohini that he would bring his parents to arrange for their wedding. However the King and his wife Mangayarkarasi (Yuvarani) arranges for their son's marriage with a princess Azhagu Nachiyar (Nila). Jagathalapradhapan tries hard to convince his parents that he would marry only Mohini. To put an end to the problem, the king and his wife hatch a conspiracy and bump off Mohini."
Vanamagan,"Action, Adventure",6.2,19,"An Andaman tribal who escapes from men trying to capture his people, ends up in the care of a spoilt, rich girl, who starts to fall in love with him."
Kaashmora,"Fantasy, Horror, Comedy",4.8,22,"Kaashmora, a present era black magic specialist; Rajnayak, an ancient era warlord and Ratnamahadevi is his queen. How these three are connected? What are the issues that arise?"
Sarbath,"Romance, Comedy",5,6,"Arivu travels to attend his brother's wedding, only to discover that it has been cancelled. However, trouble ensues when he falls for a woman who turns out to the one who was engaged to his brother."
Sagaa,Crime,0,0,"Young orphans Sathya and Kadhir are raised by a local lady-goon in the dark areas of a bustling metro. They are orphaned again when she is killed by her own brother after a dispute over property. Sathya and Kadhir avenge her death, which lands them in jail. While in jail, Sathya befriends two other inmates and manages to escape with them."
Run,"Action, Drama, Romance",6.9,13,Siva comes to Madras from a small Tamil Nadu town to study. He instantly falls in love with elusive stranger Priya who resists his charms quite persistently. Madhavan later discovers that romancing Priya can be a dangerous hobby.
Minnale,"Comedy, Romance",7,25,"Rajesh Shivakumar is a college hoodlum who has his first crush on Reena Joseph, who unfortunately, is engaged to be married to Rajiv Samuel, an Indian engineer settled abroad. In an effort to gain her heart, Maddy impersonates Rajiv and gets close to Reena, aided by his grandfather Subbuni and his crooked sidekick Chockalingam. However, the real Rajiv shows up, bringing a shocking end to Reena's romantic interlude."
Kana Kanden,"Romance, Drama",6.2,8,"Kana Kandaen is a 2005 Tamil film directed by K. V. Anand, and starring Srikanth, Gopika, and Prithviraj.  Friends since their childhood days, the couple begins to live in a small house owned by Vivek in Chennai. Meanwhile, Bhaskar, a research scholar in Chemistry, succeeds in coming out with a prototype of a desalination plant which he wants to give to the government and solve the water crisis in Chennai."
Priyasakhi,"Drama, Action",3.8,4,"Sakhi, a car company manger, falls in love with Priya, a model. They decide to get married, but their different family backgrounds seem to ruin their relationship."
Thulluvadho Ilamai,"Action, Drama",7,3,"Six high-school classmates, three boys and three girls, coming from different strata of society, who have each their own problems in their respective families and escape from their homes, deciding to live together on their own with the help of an older friend of theirs."
Engeyum Kadhal,"Romance, Action, Drama",5.4,10,"Kamal, a young billionaire, doesn't believe in love; his philosophy is simple: No love, no commitments = no disappointments. He works hard for 11 months and takes a month's break from all the work related commitments. Cute violinist Kayalvizhi alias Kayal believes in true love and is highly fascinated with Indian culture. Kayal's father Rajasekhar runs a small detective agency in France and Kayal often reads her father's case files for interesting stories. One day, Rajasekhar gets a new client who wants to know about his girlfriend's mystery man. After a brief investigation, Rajasekhar finds that his client's girlfriend is dating Kamal. Sonu gets angry and decides to kill his girlfriend and Kamal."
Sketch,Action,5.1,18,"The fate of four friends, who work at a garage, witness drastic changes after they lock horns with a dreaded gangster in town"
Adutha Saattai,"Action, Drama",4,1,A college professor tries to unite his students who lack proper guidance from parents and teachers.
Nedunalvaadai,,6.5,4,"An unemployed youngster is at the crossroads, puzzled about choosing between family and love."
Kadhal Kasakuthaiya,"Comedy, Romance, Drama",5.8,2,"Diya, a twelfth standard school girl, due to peer pressure and her surroundings, is in quest of her love. She finds a twenty-five-year-old Arjun, who is a software engineer by profession, as her perfect match and tries to impress him. How Diya wins her love overcoming all the social stigma forms the main part of the story."
Sivalinga,"Horror, Thriller",6.6,9,A cop investigating the suspicious death of a Muslim finds out that his own wife has become possessed by the young man’s ghost!
Idharkuthane Aasaipattai Balakumara,"Comedy, Romance",7.3,16,An indolent youth finds himself in trouble when his life gets intertwined with that of a straight-laced banker who is tormented with his demands from his boss.
Ramanaa,"Action, Drama",7.8,7,Ramana decides to abolish corruption once for all with the help of his students who are now working in various government offices.
Devi(L),"Comedy, Horror",5.8,25,A man who wants a modern girl for a wife unwillingly marries a village girl. What happens when the girl is possessed by the ghost of an aspiring actress?
Shoot the Kuruvi,"Comedy, Crime",7,1,"The film starts by establishing the history of a don called Kuruvi Rajan, played by a convincing Arjai. Rajan rises to the top through hook and crook. Over time, he becomes a deadly villain, whose identity is known only by his victims. On the other hand, we are introduced to Sharif, who suffers from a terminal illness and wishes to tick items off his bucket list. How the two worlds meet forms the rest of the story."
Iravin Nizhal,"Drama, Thriller",4.7,3,"A man on the run looks back on his crime-filled life, the people who have shaped it up, his sins and his one last hope at redemption."
Kedi,Romance,4,2,A happy-go-lucky student at a university gets embroiled in a love triangle with two very different young women.
Yaamirukka Bayamey,"Comedy, Horror",6.3,10,"Kiran gets his dad's property and decides to turn it into a hotel. Intriguingly, all the customers who come to stay there, dies inexplicably. What's happening?"
Manadhai Thirudivittai,"Drama, Comedy",7.5,4,"Deva a music college student falls in love with Shruthi his college mate .As both fall in love and plan to marry,a huge shock twists deva's life ."
Engal Anna,"Action, Drama, Romance",5.6,4,"Prabhakar and Bhavani are deeply in love with each other. However, lovers turn enemies when Prabhakar's father is falsely accused of killing Bhavani's father."
Bogan,"Action, Crime",6.6,22,A criminal swaps his body with that of the cop who is hunting him.​
Neethaane En Ponvasantham,"Drama, Romance",6,19,A boy and a girl who are friends from their childhood fight and break up during their school and college. They meet again at the age of 25 and fall in love.
Oru Kalluriyin Kathai,Drama,3.5,2,"After graduating, a young man and a girl, who are in love with each other, promise to meet again after five years in their college campus. When he does show up on the set day, his friends are shocked to see that he has completely changed."
Kadaisi Vivasayi,Drama,9,6,"Maayandi, the only farmer in a village that has abandoned farming, is charged with a petty case that leads to his imprisonment."
Nibunan,"Action, Crime, Thriller",6.7,12,"A senior cop and his team of two are after a serial killer who is giving them nightmares. Shocked after finding who the next possible victim is going to be, the cop tracks down the assassin with the help of various clues."
Kaalidas,"Action, Crime",6.2,6,"A cop, who suffers from family issues, takes up a peculiar suicide case. The plot thickens as similar cases get reported within a span of a few days."
Neeya 2,"Horror, Thriller",0,0,"A shape-shifting snake-woman, who is in search of her lover, who she lost two decades ago, sets out to win his love again."
Chinna,"Action, Drama",2.5,2,Chinna (2005) is a love-drama thriller Tamil language movie directed by the Tamil Director Sundar C. It stars Arjun Sarja and Sneha in the lead roles. It did reasonable business at the box-office.
Ayngaran,"Action, Drama",5,3,"A young mechanical engineer invents a machine that not only saves a four-year-old baby girl from a borewell pit, but also unearths a mysterious theft case in the city."
Dhilluku Dhuddu 2,"Comedy, Horror",4.8,10,A happy-go-lucky guy has to recover his lady love from the ghostly spirit who accompanies her always.
Boomika,"Mystery, Thriller, Horror",5.9,11,"Samyuktha's husband Gautham acquires a contract to build a township villa in an abandoned forest area. Gautham takes the help of his close friend Gayathri, an architect, to plan the construction. Gautham, Samyuktha, Gayathri, Aditi visit the guest house in the forest area to plan the construction. However, they start to experience several paranormal activities in the guest house which leaves them shocked and terrified."
Mafia,"Action, Drama",6.3,13,A narcotics officer engages in a cat-and-mouse chase to capture a powerful criminal kingpin.
Bambara Kannaley,"Action, Comedy, Drama, Romance",4.5,2,"The movie is about Srikanth, a low class youth who goes to Ooty for a job and comes across Aarthy Agarwal. He falls in love with her. However her parents arrange for her wedding with Vikram Adhithya, who happens to be a slimy cookie"
Parattai Engira Azhagu Sundaram,Action,3.3,4,"A man arrives in Chennai with a simple wish of buying gold bangles for his mother. However, an event changes his life completely and he becomes famous as the most dreaded criminal in the city."
Kanaa,"Drama, Family",7.6,14,A woman who hails from a middle-class family background aims to excel in the competitive world of cricket with the help of her supportive father.
God Father,,6,4,"Godfather is a Tamil action movie, directed by Jegan Rajshekar. The cast of Godfather includes Natarajan Subramaniam,Lal."
Abhiyum Anuvum,"Drama, Romance",0,0,"They fell in love and swore to always be together, until a strange twist of fate reveals them to be more than just lovers. To what extent will they go to protect their love?"
Comali,"Comedy, Drama",6.6,22,A youngster in his mid-30s goes through a series of struggles after coming to terms with the fact that he was in coma for 16 years.
Sinam,"Action, Thriller, Crime",5.2,5,Sub-inspector Pari Venkat faces a huge tragedy putting him on an investigation to seek revenge.
Thiruttu Payale 2,"Romance, Thriller",6.5,11,The life of a surveillance specialist turns topsy-turvy when a womanizer starts blackmailing his wife. The former tries to nab him using his power and expertise in technology
Laththi Charge,"Action, Drama",8,1,"Muruganandam, a constable and laththi specialist, happens to face the wrath of a notorious gangster and his son. Little did he know that this would put his 10-year-old son's life in trouble."
Sakalakala Vallavan,"Romance, Comedy, Drama",4.9,9,Sakthi is in love with Anjali but marries city girl Divya because his father has given his word to her dad. But Divya is least interested in making the marriage work and wants a divorce...
Enakkul Oruvan,"Mystery, Romance, Thriller",6.8,12,"A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality."
Maayavi,"Comedy, Romance",6.7,6,"A famous actress, after being kidnapped by a fan of her's, starts liking him."
Ameerin Aadhi Bhagavan,Action,6.3,7,"Aadhi, a smart and suave smuggler in Bangkok, falls in love with a waitress. However, he finds himself in trouble when she frames him for all the crimes committed by his look-alike, Bhagavan."
LEO,"Action, Thriller",0,0,
